,t,x,y,status,evt
0,0.0,0.0003208881,-0.28595018,True,0.0
1,0.002,-0.0074815545,-0.2693243,True,1.0
2,0.004,0.011464457,-0.2864889,True,1.0
3,0.006,-0.01361149,-0.28761297,True,1.0
4,0.008,-0.032124788,-0.28221914,True,1.0
5,0.01,-0.0370441,-0.27756724,True,1.0
6,0.012,-0.028813807,-0.28928939,True,1.0
7,0.014,-0.046307072,-0.28768688,True,1.0
8,0.016,-0.057392295,-0.266412,True,1.0
9,0.018,-0.07776869,-0.27853864,True,1.0
10,0.02,-0.061499663,-0.26668525,True,1.0
11,0.022,-0.017361991,-0.28691578,True,1.0
12,0.024,-0.022820005,-0.29704514,True,1.0
13,0.026,-0.013315883,-0.31219885,True,1.0
14,0.028,-0.017199602,-0.331457,True,1.0
15,0.03,-0.029530456,-0.31117004,True,1.0
16,0.032,-0.025197495,-0.2831079,True,1.0
17,0.034,-0.023775864,-0.26074588,True,1.0
18,0.036,-0.02895772,-0.27161136,True,1.0
19,0.038,-0.04101728,-0.26158118,True,1.0
20,0.04,-0.0064838845,-0.24569722,True,1.0
21,0.042,-0.027134493,-0.23331483,True,1.0
22,0.044,-0.019933958,-0.22556002,True,1.0
23,0.046,-0.0074689137,-0.20005915,True,1.0
24,0.048,-0.009565382,-0.22779943,True,1.0
25,0.05,-0.015220792,-0.21619496,True,1.0
26,0.052,-0.02579357,-0.24401206,True,1.0
27,0.054,-0.003161234,-0.25812724,True,1.0
28,0.056,0.018586228,-0.24196616,True,1.0
29,0.058,0.06988165,-0.2693243,True,1.0
30,0.06,0.07154832,-0.29791835,True,1.0
31,0.062,0.06762571,-0.29794654,True,1.0
32,0.064,0.06780268,-0.27737567,True,1.0
33,0.066,0.06635772,-0.2431865,True,1.0
34,0.068,0.06169414,-0.24256516,True,1.0
35,0.07,0.06754986,-0.26357844,True,1.0
36,0.072,0.10396969,-0.29286486,True,1.0
37,0.074,0.12560144,-0.28830436,True,1.0
38,0.076,0.12429455,-0.26442638,True,1.0
39,0.078,0.08657172,-0.25424644,True,1.0
40,0.08,0.11415059,-0.2561008,True,1.0
41,0.082,0.111754626,-0.23278001,True,1.0
42,0.084,0.1126395,-0.20943686,True,1.0
43,0.086,0.112114415,-0.23882146,True,1.0
44,0.088,0.13159135,-0.2417075,True,1.0
45,0.09,0.12417397,-0.21924436,True,1.0
46,0.092,0.12971464,-0.22321463,True,1.0
47,0.094,0.1329838,-0.23114543,True,1.0
48,0.096,0.122382835,-0.20030807,True,1.0
49,0.098,0.13055673,-0.14203674,True,1.0
50,0.1,0.12262788,-0.11262978,True,1.0
51,0.102,0.11124315,-0.15882502,True,1.0
52,0.104,0.083874315,-0.16427429,True,1.0
53,0.106,0.10713773,-0.17723913,True,1.0
54,0.108,0.119547345,-0.19145352,True,1.0
55,0.11,0.12800129,-0.18641265,True,1.0
56,0.112,0.107468344,-0.20047338,True,1.0
57,0.114,0.111622386,-0.20120072,True,1.0
58,0.116,0.09754609,-0.17071636,True,1.0
59,0.118,0.08430994,-0.17981403,True,1.0
60,0.12,0.0804554,-0.14079694,True,1.0
61,0.122,0.045694467,-0.15488686,True,1.0
62,0.124,0.04710054,-0.17368312,True,1.0
63,0.126,0.03838794,-0.19377947,True,1.0
64,0.128,0.034702588,-0.20870076,True,1.0
65,0.13,0.052143343,-0.22499895,True,1.0
66,0.132,0.062030587,-0.23584789,True,1.0
67,0.134,0.03326929,-0.21338767,True,1.0
68,0.136,0.054646272,-0.21192229,True,1.0
69,0.138,0.027073232,-0.17117922,True,1.0
70,0.14,0.011044385,-0.16704267,True,1.0
71,0.142,-0.01538707,-0.17802969,True,1.0
72,0.144,-0.025624374,-0.21600728,True,1.0
73,0.146,0.00095294043,-0.211087,True,1.0
74,0.148,-0.032172434,-0.19761261,True,1.0
75,0.15,-0.05467058,-0.2438205,True,1.0
76,0.152,-0.07632858,-0.29102314,True,1.0
77,0.154,-0.09319077,-0.2568719,True,1.0
78,0.156,-0.09236229,-0.31045923,True,1.0
79,0.158,-0.11077543,-0.26140907,True,1.0
80,0.16,-0.121666186,-0.21429005,True,1.0
81,0.162,-0.16540226,-0.22020315,True,1.0
82,0.164,-0.19961672,-0.25207317,True,1.0
83,0.166,-0.21130385,-0.29185745,True,1.0
84,0.168,-0.20682405,-0.320047,True,1.0
85,0.17,-0.17391941,-0.29998857,True,1.0
86,0.172,-0.16165468,-0.30963367,True,1.0
87,0.174,-0.17885427,-0.29279095,True,1.0
88,0.176,-0.19862877,-0.29773653,True,1.0
89,0.178,-0.20593528,-0.31506643,True,1.0
90,0.18,-0.23045114,-0.2900663,True,1.0
91,0.182,-0.25022465,-0.29700625,True,1.0
92,0.184,-0.25280634,-0.28109118,True,1.0
93,0.186,-0.2384675,-0.28916198,True,1.0
94,0.188,-0.22026731,-0.26729688,True,1.0
95,0.19,-0.19993857,-0.2534909,True,1.0
96,0.192,-0.16519514,-0.2348191,True,1.0
97,0.194,-0.12114109,-0.24936117,True,1.0
98,0.196,-0.102198,-0.23812328,True,1.0
99,0.198,-0.07790872,-0.25210816,True,1.0
100,0.2,-0.072743386,-0.24863188,True,1.0
101,0.202,-0.07548066,-0.25615135,True,1.0
102,0.204,-0.06282503,-0.25778303,True,1.0
103,0.206,-0.042823974,-0.22846843,True,1.0
104,0.208,-0.026794156,-0.18781094,True,1.0
105,0.21,-0.0076342197,-0.19840316,True,1.0
106,0.212,0.0036678482,-0.18542178,True,1.0
107,0.214,0.027294936,-0.19045001,True,1.0
108,0.216,0.064943865,-0.1721127,True,1.0
109,0.218,0.06877702,-0.14965832,True,1.0
110,0.22,0.07477665,-0.14327265,True,1.0
111,0.222,0.060651742,-0.1521943,True,2.0
112,0.224,0.07607576,-0.3361478,True,2.0
113,0.226,-0.013159329,-0.49074098,True,2.0
114,0.228,-0.15764649,-0.68670344,True,2.0
115,0.23,-0.28225026,-0.77762175,True,2.0
116,0.232,-0.4264,-0.9570468,True,2.0
117,0.234,-0.57721835,-1.155134,True,2.0
118,0.236,-0.7206087,-1.4150329,True,2.0
119,0.238,-0.72213537,-1.482503,True,2.0
120,0.24,-0.7996327,-1.5310214,True,2.0
121,0.242,-1.4592075,-1.5810847,True,2.0
122,0.244,-1.8617227,-1.6777508,True,2.0
123,0.246,-1.9445897,-1.7631927,True,2.0
124,0.248,-2.1197255,-1.8072525,True,2.0
125,0.25,-2.3077,-1.9574369,True,2.0
126,0.252,-2.4280183,-2.1408603,True,2.0
127,0.254,-2.420461,-2.2715387,True,2.0
128,0.256,-2.441733,-2.3334935,True,2.0
129,0.258,-2.4038184,-2.4027479,True,2.0
130,0.26,-2.38376,-2.4235735,True,2.0
131,0.262,-2.3746254,-2.4274065,True,1.0
132,0.264,-2.3907864,-2.421799,True,1.0
133,0.266,-2.4609745,-2.4233887,True,1.0
