,t,x,y,status,evt
0,0.0,24.776548,0.69375134,True,0.0
1,0.002,24.867113,0.5712275,True,2.0
2,0.004,24.937416,0.5151897,True,2.0
3,0.006,24.983519,0.3697788,True,2.0
4,0.008,24.961527,0.23371059,True,2.0
5,0.01,24.958847,0.12565297,True,1.0
6,0.012,24.932566,0.05763053,True,1.0
7,0.014,24.903574,-0.05140822,True,1.0
8,0.016,24.867743,-0.07763839,True,1.0
9,0.018,24.808773,-0.10455896,True,1.0
10,0.02,24.781395,-0.09560229,True,1.0
11,0.022,24.740944,-0.15449789,True,1.0
12,0.024,24.72216,-0.17878427,True,1.0
13,0.026,24.704693,-0.2120623,True,1.0
14,0.028,24.68526,-0.26293862,True,1.0
15,0.03,24.675404,-0.2515889,True,1.0
16,0.032,24.63094,-0.27324012,True,1.0
17,0.034,24.6151,-0.3114122,True,1.0
18,0.036,24.610798,-0.30514124,True,1.0
19,0.038,24.631573,-0.27592584,True,1.0
20,0.04,24.641165,-0.20285088,True,1.0
21,0.042,24.612522,-0.15879002,True,1.0
22,0.044,24.573977,-0.20415387,True,1.0
23,0.046,24.52022,-0.23387589,True,1.0
24,0.048,24.508375,-0.24476956,True,1.0
25,0.05,24.55895,-0.20953216,True,1.0
26,0.052,24.58407,-0.23860753,True,1.0
27,0.054,24.60314,-0.21291023,True,1.0
28,0.056,24.584633,-0.24141482,True,1.0
29,0.058,24.68253,-0.013101959,True,1.0
30,0.06,24.79894,0.098993,True,1.0
31,0.062,24.902262,0.061100986,True,1.0
32,0.064,24.909582,0.06401037,True,1.0
33,0.066,24.959167,0.056557015,True,1.0
34,0.068,24.976234,-0.004511881,True,1.0
35,0.07,24.981194,-0.030231548,True,1.0
36,0.072,25.02029,-0.017486457,True,1.0
37,0.074,25.065063,0.042938717,True,1.0
38,0.076,25.107044,0.060878307,True,1.0
39,0.078,25.146114,0.07795928,True,1.0
40,0.08,25.184511,0.123686805,True,1.0
41,0.082,25.225449,0.036655147,True,1.0
42,0.084,25.37172,0.14856245,True,1.0
43,0.086,25.365398,-0.029495452,True,1.0
44,0.088,25.384556,-0.061916817,True,1.0
45,0.09,25.35271,-0.06684877,True,1.0
46,0.092,25.320463,-0.076573625,True,1.0
47,0.094,25.257067,-0.08519871,True,1.0
48,0.096,25.219957,-0.089899234,True,1.0
49,0.098,25.194014,-0.09940724,True,1.0
50,0.1,25.100945,-0.15720697,True,1.0
51,0.102,25.07714,-0.15874529,True,1.0
52,0.104,24.983881,-0.19373766,True,1.0
53,0.106,25.01947,-0.10448895,True,1.0
54,0.108,24.993021,-0.21432506,True,1.0
55,0.11,25.08786,-0.034253348,True,1.0
56,0.112,25.12876,-0.009482729,True,1.0
57,0.114,25.16399,0.029046208,True,1.0
58,0.116,25.184963,0.05680303,True,1.0
59,0.118,25.168541,0.019066587,True,1.0
60,0.12,25.164488,0.03650248,True,1.0
61,0.122,25.205076,0.06361169,True,1.0
62,0.124,25.218134,0.059367217,True,1.0
63,0.126,25.248121,0.13976136,True,1.0
64,0.128,25.293283,0.190274,True,1.0
65,0.13,25.286709,0.19083507,True,1.0
66,0.132,25.313501,0.18775357,True,1.0
67,0.134,25.30962,0.1679927,True,1.0
68,0.136,25.268631,0.13369462,True,1.0
69,0.138,25.306713,0.15322407,True,1.0
70,0.14,25.253252,0.13192974,True,1.0
71,0.142,25.231358,0.11930522,True,1.0
72,0.144,25.231108,0.082114294,True,1.0
73,0.146,25.212626,0.06349111,True,1.0
74,0.148,25.230927,0.083568014,True,1.0
75,0.15,25.308207,0.109249756,True,1.0
76,0.152,25.322401,0.11715819,True,1.0
77,0.154,25.352516,0.13046435,True,1.0
78,0.156,25.331144,0.1524977,True,1.0
79,0.158,25.366007,0.17077762,True,1.0
80,0.16,25.38708,0.19162855,True,1.0
81,0.162,25.451382,0.22382042,True,1.0
82,0.164,25.480873,0.29814395,True,1.0
83,0.166,25.519325,0.34368283,True,1.0
84,0.168,25.580084,0.41297618,True,1.0
85,0.17,25.622044,0.44389325,True,1.0
86,0.172,25.643482,0.4641384,True,1.0
87,0.174,25.66237,0.5617769,True,1.0
88,0.176,25.654194,0.56993425,True,1.0
89,0.178,25.684319,0.569415,True,1.0
90,0.18,25.643429,0.24115032,True,1.0
91,0.182,25.642273,0.23768668,True,1.0
92,0.184,25.571226,0.20212449,True,1.0
93,0.186,25.584412,0.24013418,True,1.0
94,0.188,25.597998,0.30487093,True,1.0
95,0.19,25.875572,0.99256426,True,1.0
96,0.192,25.740746,0.36965433,True,2.0
97,0.194,25.737232,0.3840661,True,2.0
98,0.196,25.545315,0.39021647,True,2.0
99,0.198,24.963562,0.43651283,True,2.0
100,0.2,24.003231,0.51489025,True,2.0
101,0.202,23.844845,0.4461492,True,2.0
102,0.204,21.818901,-0.45268753,True,2.0
103,0.206,21.37532,-0.532613,True,2.0
104,0.208,19.108936,-1.5200537,True,2.0
105,0.21,18.021091,-1.3997412,True,2.0
106,0.212,17.18907,-1.3658165,True,2.0
107,0.214,15.894883,-1.2675731,True,2.0
108,0.216,14.9199505,-1.328537,True,2.0
109,0.218,13.401596,-1.2048308,True,2.0
110,0.22,12.223297,-1.3538842,True,2.0
111,0.222,10.752058,-1.2740026,True,2.0
112,0.224,9.672583,-1.3805374,True,2.0
113,0.226,8.693008,-1.2837877,True,2.0
114,0.228,7.7668185,-1.2276294,True,2.0
